"Nombre","Altura","Nac","Sueldo neto","Club","División","Edad","Posición","Valor de traspaso","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal2","Aér","Agr","Agi","Ace","Rec","Inf","RM"
"Tommaso Losio","173 cm","ITA","1.000 € p/m","Torino","Serie A italiana","16","DF/CR (I)","0 € - 50m €","8","13","3","2","1","2","8","5","3","6","4","3","2","2","8","5","6","4","2","11","1","5","7","3","9","7","3","5","2","7","8","8","5","8","11","7","1","7","5","3","2","5","10","2","7","14","15","- - -","Juv",""
"Marco Bosisio","184 cm","ITA","1.800 € p/m","Milan","Serie A italiana","19","DF (DC)","7m € - 65m €","7","13","12","3","4","5","10","4","9","9","2","4","2","1","8","10","4","7","3","12","4","9","11","3","8","9","3","9","1","8","10","11","7","8","8","11","3","11","8","11","3","10","11","3","11","10","12","- - -","Ced",""
"Morré Makadji","187 cm","FRA","1.000 € p/m","Venezia","Serie A italiana","17","DF (IC)","35m € - 100m €","3","13","8","1","3","3","6","5","6","5","3","4","3","3","7","6","1","3","3","9","4","3","10","3","10","6","3","6","1","7","9","4","3","14","8","8","3","12","2","12","3","7","8","1","8","13","9","- - -","Ced",""
"Andrei Coubiş","189 cm","ROU","900 € p/m","Milan","Serie A italiana","17","DF/CR (D)","160m € - 475m €","7","13","12","2","4","7","8","5","8","15","3","6","1","1","9","12","4","7","3","15","6","8","10","1","7","10","1","14","2","12","11","13","9","8","7","8","2","11","8","12","2","10","13","3","13","9","10","- - -","Ced",""
"Stéphane Tchangodei","170 cm","FRA","300 € p/m","FC Nantes","Ligue 1 Uber Eats","16","MC, ME (C)","14m € - 150m €","13","14","7","2","4","8","9","5","5","1","1","5","1","2","12","7","3","6","1","14","4","13","8","2","11","8","1","1","2","7","8","5","6","14","10","3","3","4","3","6","1","5","6","2","12","14","14","- - -","Juv",""
"Yacine Ahjaou","185 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","ME (C), MP (DC)","22m € - 220m €","8","10","5","2","6","8","10","11","9","3","3","6","1","4","12","7","8","8","2","13","2","11","6","2","1","8","3","4","1","7","8","15","8","13","10","3","2","6","8","5","3","8","11","2","15","12","14","- - -","Juv",""
"Alix Briastre","167 cm","FRA","400 € p/m","Bordeaux","Ligue 1 Uber Eats","17","DF/CR (D)","30m € - 300m €","5","13","9","1","2","2","9","5","5","7","1","5","2","1","8","8","4","7","3","16","3","6","9","1","7","7","1","3","3","8","13","9","6","15","9","6","2","11","9","7","2","10","1","3","13","15","11","- - -","Juv",""
"Paolo De Angelis","184 cm","ITA","900 € p/m","Roma","Serie A italiana","16","ME (C)","55m € - 160m €","8","11","4","1","5","5","13","5","7","1","3","5","3","1","10","6","6","5","2","12","4","12","9","1","1","6","2","6","4","6","7","8","6","13","12","7","3","9","4","4","1","4","9","4","9","9","10","- - -","Juv",""
"Lorenzo Menegazzo","169 cm","ITA","900 € p/m","Bologna","Serie A italiana","16","MC, ME (C)","55m € - 550m €","12","7","8","1","7","9","10","5","6","3","2","4","3","3","9","8","8","8","3","13","5","10","9","1","3","14","3","4","1","14","9","7","5","15","12","7","3","8","6","7","1","6","3","2","6","7","6","- - -","Juv",""
"Gabriele Migliorati","172 cm","ITA","900 € p/m","Lazio","Serie A italiana","18","DF/CR (DI), ME (D)","6m € - 65m €","7","9","7","2","4","6","8","5","6","2","2","6","2","3","9","13","6","8","2","10","2","8","7","2","9","8","1","5","2","8","10","17","5","8","9","7","3","5","8","6","4","6","7","1","12","10","13","- - -","Ced",""
"Asan Mata","170 cm","ALB","900 € p/m","Sassuolo","Serie A italiana","17","ME/MP (I)","20m € - 210m €","10","11","7","2","6","7","11","12","6","1","1","5","3","2","11","6","5","8","2","12","6","7","5","1","2","8","2","2","1","7","3","10","7","9","14","5","2","3","10","5","3","9","3","4","11","10","14","- - -","Ced",""
"Lorenzo Gori","181 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","17","DL (C)","16m € - 160m €","3","13","6","1","5","3","13","13","13","1","3","5","3","2","7","11","13","8","2","14","6","6","4","3","1","5","2","6","1","6","4","9","9","9","13","6","3","6","2","12","2","7","9","1","9","13","13","- - -","Ced",""
"Loick Harmas Boana","172 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","ME/MP (D), DL (C)","22m € - 220m €","6","13","8","1","7","3","8","6","13","7","3","7","3","3","9","6","11","9","3","12","4","10","6","2","4","8","1","6","3","5","3","9","10","9","12","8","3","7","11","9","1","7","3","3","13","13","10","- - -","Juv",""
"Samuele Garbero","158 cm","ITA","900 € p/m","Udinese","Serie A italiana","17","MP (DI), DL (C)","45m € - 130m €","6","13","5","3","5","2","9","9","8","5","1","6","1","3","7","3","10","13","1","12","1","9","1","2","9","6","2","1","4","6","5","8","3","7","12","4","3","4","9","7","2","4","1","1","8","13","13","- - -","Ced",""
"Mathieu Guilbert","194 cm","FRA","300 € p/m","RC Lens","Ligue 1 Uber Eats","16","POR","65m € - 650m €","5","11","11","8","3","1","3","1","6","1","8","2","7","10","5","2","1","2","12","12","3","9","2","11","5","6","12","5","5","6","2","8","2","12","1","8","10","10","3","1","12","5","15","10","7","8","10","- - -","Juv",""
"Paolo Vismara","191 cm","ITA","900 € p/m","Torino","Serie A italiana","18","POR","4m € - 40m €","4","7","13","6","6","1","1","2","2","3","12","1","7","12","4","2","2","3","12","9","1","10","2","9","10","5","15","4","5","2","3","9","3","12","2","9","6","4","2","1","9","5","9","5","12","12","9","- - -","Juv",""
"Luca Sasanelli","178 cm","ITA","600 € p/m","Sassuolo","Serie A italiana","16","MP (C)","3,5m € - 35m €","9","13","5","3","1","5","9","9","6","5","1","5","1","3","7","5","11","9","1","16","2","9","1","1","4","6","2","3","1","6","4","4","4","11","10","6","3","4","5","5","3","3","6","3","9","10","13","- - -","Juv",""
"Alessandro Cavallini","183 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","17","DF/CR (D)","35m € - 350m €","5","12","9","2","3","6","9","5","5","6","3","5","1","2","8","9","5","5","2","6","4","9","9","1","2","8","1","7","3","4","15","5","7","11","10","11","2","7","8","8","3","9","8","1","8","11","13","- - -","Ced",""
"Davide Ghigliotti","177 cm","ITA","900 € p/m","Genoa","Serie A italiana","17","DF (DC)","35m € - 100m €","3","14","8","2","2","7","8","5","8","7","1","4","2","3","8","10","3","7","2","14","3","9","11","2","10","5","2","8","2","8","14","17","7","10","8","7","4","8","4","9","3","7","9","2","9","14","13","- - -","Ced",""
"Nicolò Moratti","192 cm","ITA","900 € p/m","Udinese","Serie A italiana","17","DF (DC)","0 € - 95m €","4","9","8","1","1","5","4","5","6","1","2","1","2","3","6","5","1","5","1","13","3","1","13","1","11","5","3","6","1","6","10","3","3","11","7","3","2","13","1","9","3","8","14","1","10","8","11","- - -","Juv",""
"Gianluca Parodi","181 cm","ITA","900 € p/m","Genoa","Serie A italiana","17","DF (IC)","2,5m € - 26m €","7","12","8","2","1","1","4","5","7","4","2","1","1","3","7","10","2","2","4","18","1","7","7","2","8","7","3","7","3","7","12","5","3","10","7","4","4","14","2","6","2","5","8","3","7","11","14","- - -","Ced",""
"Niccolò Bianchi","175 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","17","MC, ME (C)","26m € - 75m €","9","13","4","1","2","7","13","5","7","1","1","4","1","2","11","6","4","4","2","16","4","10","5","1","10","7","2","3","1","6","11","12","4","11","9","6","2","7","2","4","1","5","3","4","6","13","13","- - -","Ced",""
"Nicolò Bianchino","193 cm","ITA","900 € p/m","Roma","Serie A italiana","18","DF (IC)","3m € - 30m €","5","10","8","3","1","2","6","5","3","4","3","1","2","3","6","8","2","5","3","11","1","7","10","1","6","5","2","6","1","6","13","6","4","10","7","4","1","7","1","10","3","6","15","2","10","10","13","- - -","Juv",""
"Davide Dainelli","191 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","17","POR","16m € - 170m €","4","8","10","10","5","1","1","1","5","3","12","2","7","10","4","1","1","3","12","15","3","8","3","4","10","5","8","4","5","2","1","6","2","12","2","5","4","10","1","1","12","7","11","9","5","13","5","- - -","Juv",""
"Davide Stabile","176 cm","ITA","900 € p/m","Atalanta","Serie A italiana","16","DL (C)","100m € - 300m €","1","12","6","2","4","5","7","8","12","1","2","4","3","3","6","11","12","11","1","13","9","5","1","2","7","4","1","7","1","5","1","16","10","11","12","5","1","2","2","12","2","9","2","3","7","12","12","- - -","Juv",""
"Zacarias Baldé","176 cm","POR","1.300 € p/m","Udinese","Serie A italiana","17","ME (C)","10m € - 100m €","12","8","6","1","4","5","13","5","11","1","3","5","1","2","12","8","5","5","1","17","4","13","12","2","11","7","2","3","1","6","7","10","3","13","8","6","3","5","3","4","2","3","5","1","15","8","11","- - -","Ced",""
"Samuele Armaroli","185 cm","ITA","900 € p/m","Bologna","Serie A italiana","17","DF (C)","3,5m € - 35m €","4","9","9","2","3","5","7","5","10","5","1","5","1","2","8","7","5","1","1","12","3","8","7","2","10","5","2","5","2","8","13","9","6","15","4","5","3","12","4","6","3","9","11","3","8","5","9","- - -","Juv",""
"Christian Macchioni","175 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","17","DF/CR (I)","16m € - 160m €","8","14","8","2","2","5","9","5","7","7","1","4","1","3","8","6","6","6","1","11","4","9","8","3","11","8","1","5","3","8","14","5","6","15","9","6","3","10","6","9","2","7","7","3","5","15","10","- - -","Ced",""
"Enea Cehu","181 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","18","DF (C)","45m € - 130m €","1","10","8","1","2","3","5","5","6","1","2","1","3","1","6","5","5","1","3","13","1","6","13","1","5","5","3","5","3","6","10","6","5","13","6","5","1","13","1","13","2","12","5","3","8","12","9","- - -","Ced",""
"Mattia Bifini","187 cm","ITA","600 € p/m","Genoa","Serie A italiana","16","DL (C)","10m € - 110m €","5","13","7","1","1","6","7","12","7","1","2","5","2","1","6","7","13","7","1","7","2","6","1","2","4","5","3","4","1","6","4","7","12","5","9","6","2","6","4","8","2","5","12","2","10","13","13","- - -","Juv",""
"Alessio Spatari","184 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","16","DL (C)","5m € - 50m €","1","12","2","1","4","5","7","8","4","1","3","2","3","2","5","9","12","12","3","12","1","3","2","2","8","4","3","5","3","5","1","10","9","10","11","4","3","4","5","12","4","9","7","1","13","12","12","- - -","Juv",""
"Carmelo Ferrara","180 cm","ITA","800 € p/m","Atalanta","Serie A italiana","17","ME/MP (DC)","0 € - 110m €","9","13","6","1","5","7","12","11","4","1","1","6","1","3","12","7","7","11","2","10","6","7","5","2","9","7","1","4","2","7","4","12","10","10","7","6","2","4","8","6","3","5","7","1","12","10","11","- - -","Juv",""
"Nicolò Lolli","176 cm","ITA","1.000 € p/m","Sassuolo","Serie A italiana","17","ME (C)","12m € - 110m €","7","12","7","1","4","5","12","5","2","3","3","4","2","1","11","9","4","1","2","6","1","12","10","1","3","6","1","3","2","5","6","18","4","11","12","3","2","3","1","2","2","7","7","1","6","11","12","- - -","Juv",""
"Umberto Musso","185 cm","ITA","800 € p/m","Sampdoria","Serie A italiana","17","DF (IC)","14m € - 140m €","4","10","8","2","3","1","3","5","7","5","2","5","1","3","7","7","1","3","3","10","2","7","11","2","9","6","1","4","3","6","11","18","3","13","7","7","1","7","1","13","2","5","13","1","8","9","12","- - -","Juv",""
"Manuel Rosetti","173 cm","ITA","900 € p/m","Bologna","Serie A italiana","16","ME (C)","6m € - 60m €","7","12","7","2","5","8","9","7","13","3","3","3","2","3","12","11","4","2","1","10","1","12","7","3","1","7","1","3","1","6","4","14","5","13","12","6","2","3","5","5","2","7","3","3","9","11","13","- - -","Juv",""
"Mattia Turra","178 cm","ITA","900 € p/m","Verona","Serie A italiana","18","MC, ME (C)","12m € - 110m €","11","8","7","1","6","8","13","5","8","2","1","3","3","3","11","6","7","1","3","13","1","14","10","1","4","7","2","4","4","7","14","15","7","14","14","5","3","7","4","6","2","5","6","1","9","8","11","- - -","Ced",""
"Edoardo Aronni","189 cm","ITA","900 € p/m","Bologna","Serie A italiana","16","ME/MP (C)","4m € - 40m €","6","13","3","1","5","7","13","13","3","3","1","5","2","3","6","11","6","7","3","11","2","7","5","3","10","6","2","3","1","6","7","14","8","13","9","1","3","4","5","4","1","3","13","2","5","13","13","- - -","Juv",""
"Manuel Cesari","180 cm","ITA","900 € p/m","Bologna","Serie A italiana","16","MP (DC)","20m € - 200m €","4","12","6","1","4","3","12","13","4","4","2","4","2","2","11","8","6","11","2","15","1","12","1","2","8","6","2","1","1","12","6","12","9","12","10","3","3","4","5","1","3","5","8","3","11","12","12","- - -","Juv",""
"Michele Forchignone","173 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","18","MP (DI), DL (C)","0 € - 75m €","4","11","4","2","6","7","8","10","6","6","1","7","1","3","8","9","11","7","2","17","3","11","4","3","11","3","3","4","2","7","7","12","11","10","10","7","3","6","9","3","3","8","3","1","9","11","13","- - -","Ced",""
"Simone Pandini","188 cm","ITA","800 € p/m","Milan","Serie A italiana","17","DF (DC)","30m € - 90m €","3","8","8","1","5","3","8","5","8","3","3","2","3","1","8","5","5","5","3","17","7","8","6","1","1","8","3","8","1","8","12","18","7","15","9","9","1","9","3","8","1","6","11","1","7","9","11","- - -","Juv",""
"Assan Seck","178 cm","SEN","N/D","Fiorentina","Serie A italiana","17","MP (DIC), DL (C)","250m € - 700m €","7","12","6","1","4","5","8","9","4","2","2","5","1","2","6","4","11","12","2","11","2","10","4","1","3","5","2","3","1","6","1","13","7","9","11","4","3","4","8","5","1","4","9","1","6","12","12","- - -","Juv",""
"Matteo Gabrieli","192 cm","ITA","900 € p/m","Venezia","Serie A italiana","17","DF (DC)","22m € - 65m €","6","8","8","2","1","2","6","5","2","4","1","1","3","1","7","4","2","1","1","12","3","7","11","4","10","6","3","6","1","7","14","11","6","13","7","5","2","11","3","10","3","7","16","1","10","9","11","- - -","Ced",""
"Anwar Mediero","177 cm","ETH","N/D","Verona","Serie A italiana","19","MP (DC), DL (C)","5m € - 50m €","5","13","1","2","6","6","14","13","6","4","2","6","1","3","8","7","14","13","3","15","3","12","6","4","5","7","3","5","3","7","7","7","11","8","11","3","3","4","9","8","4","7","9","3","8","10","14","- - -","",""
"João Costa","160 cm","BRA","1.000 € p/m","Roma","Serie A italiana","16","ME/MP (DI)","75m € - 220m €","9","10","5","3","5","7","13","13","5","3","3","7","1","1","12","11","7","12","4","12","3","11","2","3","10","7","2","1","1","5","4","16","9","4","13","3","2","4","9","3","1","6","2","3","7","8","12","- - -","nUE",""
"Christian Sighinolfi","178 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","17","MP (DIC)","16m € - 170m €","8","11","6","2","5","4","13","13","8","5","4","5","1","2","7","6","7","9","3","12","4","11","3","3","4","6","1","5","1","1","6","11","5","9","10","3","2","4","10","6","3","6","10","1","11","10","12","- - -","Ced",""
"Riccardo Zafferri","181 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","17","MC, ME (C)","4,5m € - 45m €","5","12","6","1","5","11","10","5","5","2","3","5","4","1","11","6","6","3","3","15","1","13","5","2","10","7","1","4","1","6","11","7","7","13","12","5","3","8","5","5","1","7","8","4","8","12","13","- - -","Ced",""
"Filippo Bedini","173 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","DF/CR (D)","90m € - 275m €","9","10","9","1","3","5","16","5","7","8","3","7","2","1","9","6","2","8","3","11","3","14","10","3","3","9","1","5","2","9","16","8","8","8","11","8","2","11","7","8","3","10","4","3","10","10","6","- - -","Juv",""
"Adams Kamagate","176 cm","ITA","900 € p/m","Udinese","Serie A italiana","17","DL (C)","26m € - 80m €","5","12","3","2","4","5","9","10","8","1","2","4","2","2","6","11","12","11","4","8","7","4","1","2","1","4","2","5","3","5","3","2","12","2","12","5","3","5","5","9","3","10","5","3","8","9","11","- - -","Ced",""
"Isaac Maurel","185 cm","FRA","300 € p/m","Troyes","Ligue 1 Uber Eats","16","DL (C)","50m € - 500m €","8","10","8","1","7","7","9","8","8","5","3","7","2","1","8","9","11","9","3","12","10","8","5","1","7","9","2","10","3","9","7","9","9","9","9","9","2","9","8","8","3","9","9","2","7","10","11","- - -","Juv",""
"Valerio Del Mastro","186 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","DF (C)","0 € - 100m €","1","12","6","2","1","1","1","5","5","4","3","1","3","2","5","7","1","1","3","13","2","4","12","2","7","4","1","3","2","5","9","12","1","12","4","9","2","12","1","6","3","4","13","1","11","9","12","- - -","Juv",""
"Riccardo Legnante","176 cm","ITA","900 € p/m","Lazio","Serie A italiana","16","DL (C)","45m € - 130m €","4","12","5","2","1","4","8","8","11","1","1","5","3","4","6","5","11","13","2","13","5","4","5","2","8","5","2","4","1","5","1","14","8","5","13","2","1","1","3","13","2","7","5","3","13","11","13","- - -","Juv",""
"Cesare Biasci","188 cm","ITA","900 € p/m","Spezia","Serie A italiana","16","DF (C)","0 € - 100m €","3","10","6","1","1","1","2","5","3","1","1","3","2","2","4","3","1","1","1","10","1","1","12","2","7","3","4","5","3","4","12","16","3","11","4","8","3","12","1","12","2","7","10","1","12","10","7","- - -","Juv",""
"Zizou Guy","177 cm","FRA","300 € p/m","Troyes","Ligue 1 Uber Eats","16","MC, ME (C)","45m € - 450m €","9","11","10","3","7","7","11","8","8","6","1","8","1","3","10","10","11","9","1","12","7","9","8","2","8","9","1","9","1","9","8","13","8","9","9","9","4","10","7","8","1","9","8","2","10","9","11","- - -","Juv",""
"Nazade Ahmed","178 cm","FRA","1.300 € p/m","Sassuolo","Serie A italiana","17","MC, ME (C)","0 € - 90m €","12","10","4","2","6","9","8","5","7","6","2","5","2","3","12","7","4","4","3","12","2","12","10","3","9","7","3","7","4","7","7","14","6","10","11","8","1","7","3","6","3","9","6","2","12","12","9","- - -","Ced",""
"Luca Napolitano","176 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","ME/MP (C)","14m € - 140m €","9","10","6","2","6","5","11","13","5","2","3","6","2","1","12","8","5","8","3","11","2","13","4","1","2","7","1","5","4","7","8","10","10","9","11","7","1","8","5","6","3","7","7","3","13","9","14","- - -","Ced",""
"Giordano Rossi","168 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","ME (C)","24m € - 250m €","7","11","5","2","5","5","14","5","5","1","3","3","3","4","10","11","7","7","3","15","6","12","8","3","10","7","2","2","3","7","8","11","8","13","14","7","1","7","6","6","3","9","5","3","15","9","9","- - -","Juv",""
"Giuseppe Ambrosino","181 cm","ITA","900 € p/m","Napoli","Serie A italiana","17","DL (C)","28m € - 275m €","9","11","12","3","8","7","10","11","9","4","1","5","1","3","12","10","11","10","3","12","9","9","4","3","9","11","2","9","1","15","6","11","12","11","9","10","3","7","6","10","3","9","9","4","9","11","11","- - -","Ced",""
"Filippo Mozzo","173 cm","ITA","900 € p/m","Venezia","Serie A italiana","17","MC, ME (C)","35m € - 100m €","12","13","6","2","5","6","13","5","6","2","3","5","1","1","10","5","6","6","2","8","1","6","5","1","8","7","1","6","3","5","11","17","2","13","8","7","3","3","5","5","1","7","2","1","10","13","11","- - -","Ced",""
"Nicola Pintus","181 cm","ITA","900 € p/m","Cagliari","Serie A italiana","16","DF (C)","10m € - 95m €","5","14","8","2","1","3","5","5","7","3","1","1","3","2","7","9","1","1","2","11","3","7","11","2","3","6","2","7","2","7","14","19","3","14","7","5","4","12","5","9","3","5","10","3","14","14","9","- - -","Juv",""
"Patrik Ngingi","173 cm","COD","N/D","Sassuolo","Serie A italiana","18","MP (DI), DL (C)","4,5m € - 45m €","6","13","7","3","5","5","9","9","6","4","1","5","3","2","7","6","9","13","2","9","4","11","4","2","9","6","3","3","3","6","6","8","10","7","10","6","1","3","6","6","1","4","4","3","6","13","13","- - -","Juv",""
"Alessandro Vinciguerra","167 cm","ITA","900 € p/m","Cagliari","Serie A italiana","15","MP (I), DL (C)","190m € - 550m €","7","13","2","1","6","6","10","10","6","1","2","6","2","3","8","7","14","13","2","8","7","11","2","1","10","6","3","1","1","7","3","4","4","7","7","3","1","4","8","11","1","8","1","1","6","13","14","- - -","Juv",""
"Giuseppe Vitale","184 cm","ITA","900 € p/m","Cagliari","Serie A italiana","17","DF (C)","50m € - 150m €","3","11","7","3","3","4","4","5","5","1","3","1","2","3","5","6","1","1","1","17","1","4","12","2","5","4","1","5","3","5","8","15","1","12","5","4","4","12","1","12","3","5","11","3","13","11","10","- - -","Juv",""
"Andrea Pulina","190 cm","ITA","900 € p/m","Cagliari","Serie A italiana","16","MP (I), DL (C)","65m € - 190m €","6","8","6","3","3","6","11","11","7","4","1","4","3","1","7","6","13","12","1","14","4","8","5","1","9","6","2","4","1","6","6","12","8","10","11","4","3","4","9","7","1","5","12","3","13","10","13","- - -","Juv",""
"Matteo Bassi","172 cm","ITA","900 € p/m","Udinese","Serie A italiana","17","ME (C)","60m € - 170m €","10","13","7","3","1","12","9","5","7","5","2","5","2","1","10","7","3","3","2","7","2","13","6","1","10","7","4","5","2","5","9","3","8","7","8","6","3","4","5","5","3","10","3","2","5","13","11","- - -","Ced",""
"Gabriele Calvani","184 cm","ITA","900 € p/m","Genoa","Serie A italiana","17","DF (C)","30m € - 95m €","5","11","8","2","1","1","2","5","1","1","2","2","4","2","6","4","1","1","2","11","2","6","11","1","10","5","1","7","3","4","13","10","4","12","6","3","1","12","1","12","1","8","9","1","9","13","10","- - -","Ced",""
"Giuseppe Ianniello","175 cm","ITA","1.000 € p/m","Salernitana","Serie A italiana","16","DF/CR (D)","1,5m € - 16m €","5","12","7","1","1","4","5","5","2","5","3","3","1","3","6","4","1","5","3","11","1","7","7","1","2","6","1","5","2","6","11","7","1","11","8","4","1","7","6","3","2","8","4","2","11","12","14","- - -","Juv",""
"Francesco Pio Vallarelli","172 cm","ITA","600 € p/m","Empoli","Serie A italiana","16","ME (C)","0 € - 16m €","8","7","5","1","3","7","8","6","4","2","3","4","1","1","11","7","5","1","2","11","4","13","4","2","3","6","1","3","2","5","6","15","6","13","13","1","2","3","4","1","2","3","7","1","12","9","5","- - -","Juv",""
"Alessandro Cesari","177 cm","ITA","900 € p/m","Torino","Serie A italiana","16","DF/CR (I)","45m € - 130m €","7","13","9","3","3","8","9","5","5","6","1","5","3","2","9","10","6","7","3","16","8","8","9","1","10","9","2","8","3","9","15","11","7","7","11","6","2","9","5","9","2","9","9","3","5","11","10","- - -","Juv",""
"Kevin D'Almeida","171 cm","ITA","1.000 € p/m","Bologna","Serie A italiana","16","DL (C)","4m € - 40m €","2","13","1","2","5","4","9","9","10","1","3","5","3","2","6","7","13","9","1","15","8","6","2","1","6","5","3","6","3","6","1","10","11","9","9","5","3","2","4","12","3","8","8","2","10","13","13","- - -","Juv",""
"Simone Giorgeschi","189 cm","ITA","900 € p/m","Spezia","Serie A italiana","17","DF (IC)","0 € - 70m €","5","10","8","2","1","1","3","5","3","5","2","1","1","3","6","4","1","4","2","13","1","6","10","2","6","5","1","6","1","6","9","4","5","13","7","4","3","13","2","11","1","6","10","2","8","10","12","- - -","Juv",""
"Nicolò Pollini","183 cm","ITA","900 € p/m","Lazio","Serie A italiana","18","DF/CR (D)","14m € - 140m €","8","14","8","3","1","5","9","8","6","7","2","4","1","2","8","8","2","7","3","6","3","9","7","3","4","8","1","6","1","4","10","18","4","12","10","9","3","7","5","8","1","8","8","3","5","10","15","- - -","Ced",""
"Niccolò Falconi","177 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","17","ME/MP (DC)","16m € - 160m €","11","11","5","2","5","6","9","9","4","3","2","5","2","3","8","13","7","7","2","12","1","13","4","4","9","7","2","4","4","7","6","5","5","9","13","6","2","6","4","5","1","2","6","2","6","7","13","- - -","Ced",""
"Jacopo Antolini","181 cm","ITA","900 € p/m","Torino","Serie A italiana","17","ME/MP (DIC)","0 € - 90m €","8","10","5","1","5","5","10","13","7","1","2","7","1","4","11","10","7","7","3","5","5","9","3","2","7","6","3","3","3","6","7","5","7","13","12","6","3","1","9","5","2","7","7","1","9","10","12","- - -","Ced",""
"Umberto De Luca","183 cm","ITA","N/D","Napoli","Serie A italiana","17","DF/CR (I)","5m € - 50m €","7","12","7","3","1","6","8","5","6","3","4","2","4","1","7","10","4","6","2","13","4","8","8","3","1","7","2","5","1","5","14","2","5","7","11","11","3","9","5","6","3","7","7","3","15","11","14","- - -","Juv",""
"Melvin Remy","181 cm","FRA","1.000 € p/m","Venezia","Serie A italiana","17","DF (C)","0 € - 65m €","3","10","4","3","1","1","2","5","5","1","3","2","3","1","7","11","2","3","1","14","1","7","14","4","8","6","3","8","3","7","14","11","4","11","7","6","3","7","3","14","2","7","11","1","11","9","11","- - -","Ced",""
"Matteo Cipolletti","170 cm","ITA","1.000 € p/m","Sassuolo","Serie A italiana","16","DL (C)","0 € - 85m €","6","9","1","2","4","7","9","8","12","1","2","5","2","2","7","6","14","8","1","11","9","7","1","2","9","5","2","2","3","2","3","8","10","9","9","4","2","2","4","12","3","5","6","3","6","7","5","- - -","Juv",""
"Alfonso Sepe","184 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","18","MC, ME (C)","12m € - 120m €","11","9","7","2","5","9","13","5","7","1","1","5","1","1","11","6","6","2","1","8","2","12","5","3","8","7","3","3","2","6","11","7","6","13","10","7","3","5","5","5","2","5","6","4","7","11","8","- - -","Les",""
"Pablo Lafuente","190 cm","ESP","575 € p/m","Vigo B","Primera División Federación A española","21","DF (IC)","0 € - 75m €","1","9","8","3","1","3","4","5","7","6","2","1","3","2","7","7","1","3","3","16","3","7","7","3","11","6","1","7","1","7","13","17","6","13","3","9","2","13","2","12","2","10","11","2","12","8","12","- - -","",""
"Matteo Falasca","179 cm","ITA","900 € p/m","Roma","Serie A italiana","17","DF/CR (I)","26m € - 250m €","9","8","9","2","3","5","8","9","8","2","3","6","3","3","9","13","2","5","2","15","6","12","8","1","11","9","2","5","2","5","14","2","4","16","10","10","1","9","7","7","1","9","6","1","9","8","7","- - -","Ced",""
"Leonardo D'Alessio","179 cm","ITA","900 € p/m","Roma","Serie A italiana","17","DF/CR (DI)","14m € - 150m €","7","12","8","3","1","4","7","6","5","7","3","2","1","1","8","12","5","7","2","15","2","9","8","2","2","13","2","4","2","6","14","6","7","11","6","5","1","7","5","8","4","8","7","3","8","11","12","- - -","Juv",""
"Issa Bah","181 cm","LUX","725 € p/m","Venezia","Serie A italiana","19","DL (C)","50m € - 500m €","5","14","3","3","7","4","8","10","14","5","3","6","1","2","8","8","14","8","1","14","7","8","4","1","12","7","2","9","1","8","1","3","12","7","13","8","2","5","7","14","2","5","9","1","12","14","14","- - -","",""
"Kais Nasri","182 cm","FRA","1.000 € p/m","Lazio","Serie A italiana","18","ME (C)","20m € - 200m €","8","10","7","3","6","11","13","5","7","3","3","5","1","2","12","7","7","3","3","12","1","14","9","2","1","7","2","5","3","7","9","11","5","12","12","7","2","10","3","6","1","7","11","2","14","11","7","- - -","Juv",""
"Giacomo Santovito","185 cm","ITA","900 € p/m","Lazio","Serie A italiana","18","DF (C)","45m € - 140m €","1","12","8","3","1","5","6","5","7","1","3","4","1","3","7","4","1","1","2","8","4","7","8","2","4","6","2","5","3","7","9","6","3","13","7","6","2","14","2","13","2","4","11","2","14","13","14","- - -","Ced",""
